"resId","resName","flightId","avSeats","totalSeats","type","orig","origDate","dest","destDate"
"R-685965588","3 passengers from CTWV: 2020-08-18T17:30 to 2020-09-02","F-814183511","14","20","shuttle","VOS","2020-08-20T05:30","JS","2020-08-21T05:30"
"R-685965588","3 passengers from CTWV: 2020-08-18T17:30 to 2020-09-02","F-506583274","10","20","shuttle","JS","2020-08-21T17:50","AMB","2020-08-22T17:50"
"R-685965588","3 passengers from CTWV: 2020-08-18T17:30 to 2020-09-02","F-162747826","14","20","shuttle","AMB","2020-08-23T19:30","ISS","2020-08-24T19:30"
"R-685965588","3 passengers from CTWV: 2020-08-18T17:30 to 2020-09-02","F-696397615","17","20","transport","ISS","2020-09-02T08:40","CTWV","2020-09-02T16:40"
"R-111014095","2 passengers from LHEN: 2020-07-16T08:50 to 2020-08-21","F-506345956","14","20","shuttle","LHEN","2020-07-16T08:50","ISS","2020-07-16T16:50"
"R-111014095","2 passengers from LHEN: 2020-07-16T08:50 to 2020-08-21","F-447410149","0","20","transport","ISS","2020-07-20T06:10","AMB","2020-07-20T14:10"
"R-111014095","2 passengers from LHEN: 2020-07-16T08:50 to 2020-08-21","F-5442671","8","20","shuttle","AMB","2020-07-29T11:40","JS","2020-07-30T11:40"
"R-111014095","2 passengers from LHEN: 2020-07-16T08:50 to 2020-08-21","F-731864824","6","20","shuttle","JS","2020-08-05T14:40","VOS","2020-08-06T14:40"
"R-111014095","2 passengers from LHEN: 2020-07-16T08:50 to 2020-08-21","F-47171486","12","20","shuttle","VOS","2020-08-15T18:30","ISS","2020-08-16T18:30"
"R-111014095","2 passengers from LHEN: 2020-07-16T08:50 to 2020-08-21","F-173760435","3","20","transport","ISS","2020-08-21T12:50","LHEN","2020-08-21T20:50"
"R-470342458","1 passenger from SJCR: 2020-05-01T05:40 to 2020-05-24","F-997197334","19","20","shuttle","SJCR","2020-05-01T05:40","ISS","2020-05-01T13:40"
"R-470342458","1 passenger from SJCR: 2020-05-01T05:40 to 2020-05-24","F-952484361","10","20","transport","ISS","2020-05-03T17:30","JS","2020-05-04T01:30"
"R-470342458","1 passenger from SJCR: 2020-05-01T05:40 to 2020-05-24","F-736484276","12","20","shuttle","JS","2020-05-13T18:40","AMB","2020-05-14T18:40"
"R-470342458","1 passenger from SJCR: 2020-05-01T05:40 to 2020-05-24","F-109783200","2","20","shuttle","AMB","2020-05-19T09:20","VOS","2020-05-20T09:20"
"R-470342458","1 passenger from SJCR: 2020-05-01T05:40 to 2020-05-24","F-877510363","7","20","shuttle","VOS","2020-05-21T17:50","ISS","2020-05-22T17:50"
"R-470342458","1 passenger from SJCR: 2020-05-01T05:40 to 2020-05-24","F-264715424","10","20","transport","ISS","2020-05-24T13:40","SJCR","2020-05-24T21:40"
"R-113958088","3 passengers from SJCR: 2020-03-26T09:10 to 2020-05-10","F-217916142","17","20","shuttle","SJCR","2020-03-26T09:10","ISS","2020-03-26T17:10"
"R-113958088","3 passengers from SJCR: 2020-03-26T09:10 to 2020-05-10","F-478614782","1","20","transport","ISS","2020-04-29T07:00","JS","2020-04-29T15:00"
"R-113958088","3 passengers from SJCR: 2020-03-26T09:10 to 2020-05-10","F-779103336","9","20","shuttle","JS","2020-04-30T17:40","AMB","2020-05-01T17:40"
"R-113958088","3 passengers from SJCR: 2020-03-26T09:10 to 2020-05-10","F-575411283","17","20","shuttle","AMB","2020-05-03T16:00","VOS","2020-05-04T16:00"
"R-113958088","3 passengers from SJCR: 2020-03-26T09:10 to 2020-05-10","F-35826197","17","20","shuttle","VOS","2020-05-05T08:20","ISS","2020-05-06T08:20"
"R-113958088","3 passengers from SJCR: 2020-03-26T09:10 to 2020-05-10","F-398818193","12","20","transport","ISS","2020-05-10T07:40","SJCR","2020-05-10T15:40"
"R-675391265","1 passenger from LHEN: 2020-06-10T20:50 to 2020-07-18","F-818772189","19","20","shuttle","LHEN","2020-06-10T20:50","ISS","2020-06-11T04:50"
"R-675391265","1 passenger from LHEN: 2020-06-10T20:50 to 2020-07-18","F-159992150","19","20","transport","ISS","2020-06-18T06:20","JS","2020-06-18T14:20"
"R-675391265","1 passenger from LHEN: 2020-06-10T20:50 to 2020-07-18","F-606064499","19","20","shuttle","JS","2020-06-26T20:30","TMM","2020-06-27T20:30"
"R-675391265","1 passenger from LHEN: 2020-06-10T20:50 to 2020-07-18","F-631391527","15","20","shuttle","TMM","2020-07-05T07:50","VOS","2020-07-06T07:50"
"R-675391265","1 passenger from LHEN: 2020-06-10T20:50 to 2020-07-18","F-623774751","15","20","shuttle","VOS","2020-07-06T09:30","ISS","2020-07-07T09:30"
"R-675391265","1 passenger from LHEN: 2020-06-10T20:50 to 2020-07-18","F-19994536","19","20","transport","ISS","2020-07-17T18:20","LHEN","2020-07-18T02:20"
"R-518695208","1 passenger from LGCA: 2020-03-17T17:40 to 2020-04-01","F-107504378","19","20","shuttle","LGCA","2020-03-17T17:40","ISS","2020-03-18T01:40"
"R-518695208","1 passenger from LGCA: 2020-03-17T17:40 to 2020-04-01","F-638246988","13","20","transport","ISS","2020-03-25T20:50","AMB","2020-03-26T04:50"
"R-518695208","1 passenger from LGCA: 2020-03-17T17:40 to 2020-04-01","F-331192782","18","20","shuttle","AMB","2020-03-26T07:40","VOS","2020-03-27T07:40"
"R-518695208","1 passenger from LGCA: 2020-03-17T17:40 to 2020-04-01","F-86296285","19","20","shuttle","VOS","2020-03-27T19:50","JS","2020-03-28T19:50"
"R-518695208","1 passenger from LGCA: 2020-03-17T17:40 to 2020-04-01","F-176477326","19","20","shuttle","JS","2020-03-29T11:40","ISS","2020-03-30T11:40"
"R-518695208","1 passenger from LGCA: 2020-03-17T17:40 to 2020-04-01","F-367287027","19","20","transport","ISS","2020-03-31T20:10","LGCA","2020-04-01T04:10"
"R-457394273","3 passengers from LGCA: 2020-04-16T09:50 to 2020-06-03","F-317508294","17","20","shuttle","LGCA","2020-04-16T09:50","ISS","2020-04-16T17:50"
"R-457394273","3 passengers from LGCA: 2020-04-16T09:50 to 2020-06-03","F-952484361","10","20","transport","ISS","2020-05-03T17:30","JS","2020-05-04T01:30"
"R-457394273","3 passengers from LGCA: 2020-04-16T09:50 to 2020-06-03","F-736484276","12","20","shuttle","JS","2020-05-13T18:40","AMB","2020-05-14T18:40"
"R-457394273","3 passengers from LGCA: 2020-04-16T09:50 to 2020-06-03","F-109783200","2","20","shuttle","AMB","2020-05-19T09:20","VOS","2020-05-20T09:20"
"R-457394273","3 passengers from LGCA: 2020-04-16T09:50 to 2020-06-03","F-877510363","7","20","shuttle","VOS","2020-05-21T17:50","ISS","2020-05-22T17:50"
"R-457394273","3 passengers from LGCA: 2020-04-16T09:50 to 2020-06-03","F-37718542","10","20","transport","ISS","2020-06-02T16:00","LGCA","2020-06-03T00:00"
"R-916327273","1 passenger from CTWV: 2020-04-12T09:40 to 2020-05-05","F-688967824","19","20","shuttle","CTWV","2020-04-12T09:40","ISS","2020-04-12T17:40"
"R-916327273","1 passenger from CTWV: 2020-04-12T09:40 to 2020-05-05","F-133689603","11","20","transport","ISS","2020-04-19T13:30","AMB","2020-04-19T21:30"
"R-916327273","1 passenger from CTWV: 2020-04-12T09:40 to 2020-05-05","F-636300570","11","20","shuttle","AMB","2020-04-27T20:00","JS","2020-04-28T20:00"
"R-916327273","1 passenger from CTWV: 2020-04-12T09:40 to 2020-05-05","F-191036115","11","20","shuttle","JS","2020-04-29T18:00","VOS","2020-04-30T18:00"
"R-916327273","1 passenger from CTWV: 2020-04-12T09:40 to 2020-05-05","F-852600682","6","20","shuttle","VOS","2020-05-03T20:40","ISS","2020-05-04T20:40"
"R-916327273","1 passenger from CTWV: 2020-04-12T09:40 to 2020-05-05","F-318330172","19","20","transport","ISS","2020-05-05T11:10","CTWV","2020-05-05T19:10"
"R-110063420","4 passengers from SJCR: 2020-04-06T05:00 to 2020-05-02","F-958822546","16","20","shuttle","SJCR","2020-04-06T05:00","ISS","2020-04-06T13:00"
"R-110063420","4 passengers from SJCR: 2020-04-06T05:00 to 2020-05-02","F-373085329","11","20","transport","ISS","2020-04-11T09:00","TMM","2020-04-11T17:00"
"R-110063420","4 passengers from SJCR: 2020-04-06T05:00 to 2020-05-02","F-443979214","12","20","shuttle","TMM","2020-04-18T15:00","VOS","2020-04-19T15:00"
"R-110063420","4 passengers from SJCR: 2020-04-06T05:00 to 2020-05-02","F-963944160","16","20","shuttle","VOS","2020-04-19T19:40","JS","2020-04-20T19:40"
"R-110063420","4 passengers from SJCR: 2020-04-06T05:00 to 2020-05-02","F-851506497","16","20","shuttle","JS","2020-04-28T16:10","ISS","2020-04-29T16:10"
"R-110063420","4 passengers from SJCR: 2020-04-06T05:00 to 2020-05-02","F-851537553","13","20","transport","ISS","2020-05-02T06:00","SJCR","2020-05-02T14:00"
"R-927814247","4 passengers from SJCR: 2020-04-17T18:30 to 2020-05-24","F-570423394","16","20","shuttle","SJCR","2020-04-17T18:30","ISS","2020-04-18T02:30"
"R-927814247","4 passengers from SJCR: 2020-04-17T18:30 to 2020-05-24","F-952484361","10","20","transport","ISS","2020-05-03T17:30","JS","2020-05-04T01:30"
"R-927814247","4 passengers from SJCR: 2020-04-17T18:30 to 2020-05-24","F-736484276","12","20","shuttle","JS","2020-05-13T18:40","AMB","2020-05-14T18:40"
"R-927814247","4 passengers from SJCR: 2020-04-17T18:30 to 2020-05-24","F-409772757","16","20","shuttle","AMB","2020-05-17T14:40","TMM","2020-05-18T14:40"
"R-927814247","4 passengers from SJCR: 2020-04-17T18:30 to 2020-05-24","F-856945024","16","20","shuttle","TMM","2020-05-19T18:20","ISS","2020-05-20T18:20"
"R-927814247","4 passengers from SJCR: 2020-04-17T18:30 to 2020-05-24","F-264715424","10","20","transport","ISS","2020-05-24T13:40","SJCR","2020-05-24T21:40"
"R-675779242","4 passengers from UBMO: 2020-03-13T20:40 to 2020-04-02","F-710682756","14","20","shuttle","UBMO","2020-03-13T20:40","ISS","2020-03-14T04:40"
"R-675779242","4 passengers from UBMO: 2020-03-13T20:40 to 2020-04-02","F-270111420","8","20","transport","ISS","2020-03-16T09:10","JS","2020-03-16T17:10"
"R-675779242","4 passengers from UBMO: 2020-03-13T20:40 to 2020-04-02","F-716464305","16","20","shuttle","JS","2020-03-17T11:30","AMB","2020-03-18T11:30"
"R-675779242","4 passengers from UBMO: 2020-03-13T20:40 to 2020-04-02","F-138458293","16","20","shuttle","AMB","2020-03-19T09:50","VOS","2020-03-20T09:50"
"R-675779242","4 passengers from UBMO: 2020-03-13T20:40 to 2020-04-02","F-938441762","16","20","shuttle","VOS","2020-03-21T14:10","ISS","2020-03-22T14:10"
"R-675779242","4 passengers from UBMO: 2020-03-13T20:40 to 2020-04-02","F-222589013","8","20","transport","ISS","2020-04-02T08:50","UBMO","2020-04-02T16:50"
"R-216966150","5 passengers from SJCR: 2020-04-19T12:00 to 2020-05-10","F-765969313","15","20","shuttle","SJCR","2020-04-19T12:00","ISS","2020-04-19T20:00"
"R-216966150","5 passengers from SJCR: 2020-04-19T12:00 to 2020-05-10","F-903339963","8","20","transport","ISS","2020-04-28T09:20","TMM","2020-04-28T17:20"
"R-216966150","5 passengers from SJCR: 2020-04-19T12:00 to 2020-05-10","F-836411785","15","20","shuttle","TMM","2020-04-29T06:30","AMB","2020-04-30T06:30"
"R-216966150","5 passengers from SJCR: 2020-04-19T12:00 to 2020-05-10","F-974698495","15","20","shuttle","AMB","2020-04-30T08:50","VOS","2020-05-01T08:50"
"R-216966150","5 passengers from SJCR: 2020-04-19T12:00 to 2020-05-10","F-852600682","6","20","shuttle","VOS","2020-05-03T20:40","ISS","2020-05-04T20:40"
"R-216966150","5 passengers from SJCR: 2020-04-19T12:00 to 2020-05-10","F-398818193","12","20","transport","ISS","2020-05-10T07:40","SJCR","2020-05-10T15:40"
"R-193369451","4 passengers from SJCR: 2020-05-19T14:50 to 2020-06-29","F-663711034","16","20","shuttle","SJCR","2020-05-19T14:50","ISS","2020-05-19T22:50"
"R-193369451","4 passengers from SJCR: 2020-05-19T14:50 to 2020-06-29","F-391983157","12","20","transport","ISS","2020-05-23T18:50","AMB","2020-05-24T02:50"
"R-193369451","4 passengers from SJCR: 2020-05-19T14:50 to 2020-06-29","F-761025787","9","20","shuttle","AMB","2020-05-29T09:20","JS","2020-05-30T09:20"
"R-193369451","4 passengers from SJCR: 2020-05-19T14:50 to 2020-06-29","F-151345729","12","20","shuttle","JS","2020-06-02T07:40","TMM","2020-06-03T07:40"
"R-193369451","4 passengers from SJCR: 2020-05-19T14:50 to 2020-06-29","F-114502615","7","20","shuttle","TMM","2020-06-07T18:20","ISS","2020-06-08T18:20"
"R-193369451","4 passengers from SJCR: 2020-05-19T14:50 to 2020-06-29","F-312673946","7","20","transport","ISS","2020-06-29T07:40","SJCR","2020-06-29T15:40"
"R-746832869","5 passengers from SJCR: 2020-08-10T13:50 to 2020-09-19","F-794100620","15","20","shuttle","SJCR","2020-08-10T13:50","ISS","2020-08-10T21:50"
"R-746832869","5 passengers from SJCR: 2020-08-10T13:50 to 2020-09-19","F-975291805","11","20","transport","ISS","2020-08-17T12:00","JS","2020-08-17T20:00"
"R-746832869","5 passengers from SJCR: 2020-08-10T13:50 to 2020-09-19","F-142048819","15","20","shuttle","JS","2020-08-26T16:30","VOS","2020-08-27T16:30"
"R-746832869","5 passengers from SJCR: 2020-08-10T13:50 to 2020-09-19","F-463744355","14","20","shuttle","VOS","2020-09-10T20:50","TMM","2020-09-11T20:50"
"R-746832869","5 passengers from SJCR: 2020-08-10T13:50 to 2020-09-19","F-103341803","15","20","shuttle","TMM","2020-09-15T15:00","ISS","2020-09-16T15:00"
"R-746832869","5 passengers from SJCR: 2020-08-10T13:50 to 2020-09-19","F-45170433","12","20","transport","ISS","2020-09-18T17:30","SJCR","2020-09-19T01:30"
"R-746196109","2 passengers from SJCR: 2020-03-18T14:00 to 2020-04-15","F-202718096","18","20","shuttle","SJCR","2020-03-18T14:00","ISS","2020-03-18T22:00"
"R-746196109","2 passengers from SJCR: 2020-03-18T14:00 to 2020-04-15","F-638246988","13","20","transport","ISS","2020-03-25T20:50","AMB","2020-03-26T04:50"
"R-746196109","2 passengers from SJCR: 2020-03-18T14:00 to 2020-04-15","F-232599041","18","20","shuttle","AMB","2020-03-27T17:50","JS","2020-03-28T17:50"
"R-746196109","2 passengers from SJCR: 2020-03-18T14:00 to 2020-04-15","F-213837134","13","20","shuttle","JS","2020-04-06T07:00","VOS","2020-04-07T07:00"
"R-746196109","2 passengers from SJCR: 2020-03-18T14:00 to 2020-04-15","F-530920373","13","20","shuttle","VOS","2020-04-07T11:40","ISS","2020-04-08T11:40"
"R-746196109","2 passengers from SJCR: 2020-03-18T14:00 to 2020-04-15","F-859547513","13","20","transport","ISS","2020-04-15T05:00","SJCR","2020-04-15T13:00"
"R-320210546","2 passengers from SJCR: 2020-08-02T15:30 to 2020-08-27","F-989593114","18","20","shuttle","SJCR","2020-08-02T15:30","ISS","2020-08-02T23:30"
"R-320210546","2 passengers from SJCR: 2020-08-02T15:30 to 2020-08-27","F-457732496","13","20","transport","ISS","2020-08-14T18:40","TMM","2020-08-15T02:40"
"R-320210546","2 passengers from SJCR: 2020-08-02T15:30 to 2020-08-27","F-975337431","9","20","shuttle","TMM","2020-08-17T19:20","VOS","2020-08-18T19:20"
"R-320210546","2 passengers from SJCR: 2020-08-02T15:30 to 2020-08-27","F-828218310","16","20","shuttle","VOS","2020-08-18T20:50","JS","2020-08-19T20:50"
"R-320210546","2 passengers from SJCR: 2020-08-02T15:30 to 2020-08-27","F-818221159","16","20","shuttle","JS","2020-08-22T10:40","ISS","2020-08-23T10:40"
"R-320210546","2 passengers from SJCR: 2020-08-02T15:30 to 2020-08-27","F-986836178","12","20","transport","ISS","2020-08-27T14:00","SJCR","2020-08-27T22:00"
"R-242502241","2 passengers from LHEN: 2020-04-27T10:00 to 2020-05-12","F-162093443","14","20","shuttle","LHEN","2020-04-27T10:00","ISS","2020-04-27T18:00"
"R-242502241","2 passengers from LHEN: 2020-04-27T10:00 to 2020-05-12","F-903339963","8","20","transport","ISS","2020-04-28T09:20","TMM","2020-04-28T17:20"
"R-242502241","2 passengers from LHEN: 2020-04-27T10:00 to 2020-05-12","F-908784934","13","20","shuttle","TMM","2020-05-01T11:20","JS","2020-05-02T11:20"
"R-242502241","2 passengers from LHEN: 2020-04-27T10:00 to 2020-05-12","F-839207541","13","20","shuttle","JS","2020-05-05T14:20","VOS","2020-05-06T14:20"
"R-242502241","2 passengers from LHEN: 2020-04-27T10:00 to 2020-05-12","F-37809100","13","20","shuttle","VOS","2020-05-09T16:00","ISS","2020-05-10T16:00"
"R-242502241","2 passengers from LHEN: 2020-04-27T10:00 to 2020-05-12","F-661941305","14","20","transport","ISS","2020-05-12T12:50","LHEN","2020-05-12T20:50"
"R-507278814","1 passenger from CTWV: 2020-09-24T07:20 to 2020-10-26","F-395483565","19","20","shuttle","CTWV","2020-09-24T07:20","ISS","2020-09-24T15:20"
"R-507278814","1 passenger from CTWV: 2020-09-24T07:20 to 2020-10-26","F-411433107","18","20","transport","ISS","2020-09-28T17:30","TMM","2020-09-29T01:30"
"R-507278814","1 passenger from CTWV: 2020-09-24T07:20 to 2020-10-26","F-257065823","18","20","shuttle","TMM","2020-09-30T18:20","AMB","2020-10-01T18:20"
"R-507278814","1 passenger from CTWV: 2020-09-24T07:20 to 2020-10-26","F-449115243","19","20","shuttle","AMB","2020-10-01T20:20","JS","2020-10-02T20:20"
"R-507278814","1 passenger from CTWV: 2020-09-24T07:20 to 2020-10-26","F-116838294","19","20","shuttle","JS","2020-10-05T09:30","ISS","2020-10-06T09:30"
"R-507278814","1 passenger from CTWV: 2020-09-24T07:20 to 2020-10-26","F-722004221","18","20","transport","ISS","2020-10-26T06:10","CTWV","2020-10-26T14:10"
"R-95340908","1 passenger from LHEN: 2020-05-23T14:50 to 2020-07-22","F-205750060","19","20","shuttle","LHEN","2020-05-23T14:50","ISS","2020-05-23T22:50"
"R-95340908","1 passenger from LHEN: 2020-05-23T14:50 to 2020-07-22","F-46203133","4","20","transport","ISS","2020-07-14T18:00","TMM","2020-07-15T02:00"
"R-95340908","1 passenger from LHEN: 2020-05-23T14:50 to 2020-07-22","F-806306450","9","20","shuttle","TMM","2020-07-15T17:50","VOS","2020-07-16T17:50"
"R-95340908","1 passenger from LHEN: 2020-05-23T14:50 to 2020-07-22","F-670957131","13","20","shuttle","VOS","2020-07-18T06:40","AMB","2020-07-19T06:40"
"R-95340908","1 passenger from LHEN: 2020-05-23T14:50 to 2020-07-22","F-740883644","10","20","shuttle","AMB","2020-07-19T15:30","ISS","2020-07-20T15:30"
"R-95340908","1 passenger from LHEN: 2020-05-23T14:50 to 2020-07-22","F-439894747","16","20","transport","ISS","2020-07-21T19:10","LHEN","2020-07-22T03:10"
"R-764924892","2 passengers from CTWV: 2020-05-17T18:00 to 2020-06-04","F-528423020","18","20","shuttle","CTWV","2020-05-17T18:00","ISS","2020-05-18T02:00"
"R-764924892","2 passengers from CTWV: 2020-05-17T18:00 to 2020-06-04","F-161346902","18","20","transport","ISS","2020-05-18T07:00","JS","2020-05-18T15:00"
"R-764924892","2 passengers from CTWV: 2020-05-17T18:00 to 2020-06-04","F-812421319","10","20","shuttle","JS","2020-05-25T16:00","VOS","2020-05-26T16:00"
"R-764924892","2 passengers from CTWV: 2020-05-17T18:00 to 2020-06-04","F-170621280","14","20","shuttle","VOS","2020-05-30T07:40","TMM","2020-05-31T07:40"
"R-764924892","2 passengers from CTWV: 2020-05-17T18:00 to 2020-06-04","F-529439159","15","20","shuttle","TMM","2020-06-02T16:00","ISS","2020-06-03T16:00"
"R-764924892","2 passengers from CTWV: 2020-05-17T18:00 to 2020-06-04","F-762644052","9","20","transport","ISS","2020-06-04T07:50","CTWV","2020-06-04T15:50"
"R-508160608","1 passenger from UBMO: 2020-05-26T18:10 to 2020-06-16","F-214540518","19","20","shuttle","UBMO","2020-05-26T18:10","ISS","2020-05-27T02:10"
"R-508160608","1 passenger from UBMO: 2020-05-26T18:10 to 2020-06-16","F-224855920","19","20","transport","ISS","2020-05-29T14:30","VOS","2020-05-29T22:30"
"R-508160608","1 passenger from UBMO: 2020-05-26T18:10 to 2020-06-16","F-170621280","14","20","shuttle","VOS","2020-05-30T07:40","TMM","2020-05-31T07:40"
"R-508160608","1 passenger from UBMO: 2020-05-26T18:10 to 2020-06-16","F-212190895","19","20","shuttle","TMM","2020-05-31T11:20","JS","2020-06-01T11:20"
"R-508160608","1 passenger from UBMO: 2020-05-26T18:10 to 2020-06-16","F-297001741","12","20","shuttle","JS","2020-06-11T05:30","ISS","2020-06-12T05:30"
"R-508160608","1 passenger from UBMO: 2020-05-26T18:10 to 2020-06-16","F-418062869","5","20","transport","ISS","2020-06-16T11:40","UBMO","2020-06-16T19:40"
"R-619544183","4 passengers from UBMO: 2020-06-30T06:40 to 2020-07-31","F-881103980","15","20","shuttle","UBMO","2020-06-30T06:40","ISS","2020-06-30T14:40"
"R-619544183","4 passengers from UBMO: 2020-06-30T06:40 to 2020-07-31","F-700528801","11","20","transport","ISS","2020-07-12T08:50","JS","2020-07-12T16:50"
"R-619544183","4 passengers from UBMO: 2020-06-30T06:40 to 2020-07-31","F-180070298","15","20","shuttle","JS","2020-07-15T06:50","AMB","2020-07-16T06:50"
"R-619544183","4 passengers from UBMO: 2020-06-30T06:40 to 2020-07-31","F-164042057","9","20","shuttle","AMB","2020-07-22T19:10","VOS","2020-07-23T19:10"
"R-619544183","4 passengers from UBMO: 2020-06-30T06:40 to 2020-07-31","F-388634890","16","20","shuttle","VOS","2020-07-25T19:50","ISS","2020-07-26T19:50"
"R-619544183","4 passengers from UBMO: 2020-06-30T06:40 to 2020-07-31","F-407845423","9","20","transport","ISS","2020-07-30T17:40","UBMO","2020-07-31T01:40"
"R-689112399","4 passengers from LHEN: 2020-07-12T08:20 to 2020-08-21","F-750325994","12","20","shuttle","LHEN","2020-07-12T08:20","ISS","2020-07-12T16:20"
"R-689112399","4 passengers from LHEN: 2020-07-12T08:20 to 2020-08-21","F-903192538","1","20","transport","ISS","2020-08-03T09:20","JS","2020-08-03T17:20"
"R-689112399","4 passengers from LHEN: 2020-07-12T08:20 to 2020-08-21","F-731864824","6","20","shuttle","JS","2020-08-05T14:40","VOS","2020-08-06T14:40"
"R-689112399","4 passengers from LHEN: 2020-07-12T08:20 to 2020-08-21","F-916652837","14","20","shuttle","VOS","2020-08-07T16:20","TMM","2020-08-08T16:20"
"R-689112399","4 passengers from LHEN: 2020-07-12T08:20 to 2020-08-21","F-573631776","3","20","shuttle","TMM","2020-08-11T15:40","ISS","2020-08-12T15:40"
"R-689112399","4 passengers from LHEN: 2020-07-12T08:20 to 2020-08-21","F-173760435","3","20","transport","ISS","2020-08-21T12:50","LHEN","2020-08-21T20:50"
"R-895343971","4 passengers from LHEN: 2020-08-19T06:40 to 2020-10-08","F-825110533","16","20","shuttle","LHEN","2020-08-19T06:40","ISS","2020-08-19T14:40"
"R-895343971","4 passengers from LHEN: 2020-08-19T06:40 to 2020-10-08","F-606739113","11","20","transport","ISS","2020-09-16T15:10","JS","2020-09-16T23:10"
"R-895343971","4 passengers from LHEN: 2020-08-19T06:40 to 2020-10-08","F-243510098","12","20","shuttle","JS","2020-09-18T20:10","VOS","2020-09-19T20:10"
"R-895343971","4 passengers from LHEN: 2020-08-19T06:40 to 2020-10-08","F-247573231","12","20","shuttle","VOS","2020-09-20T18:40","AMB","2020-09-21T18:40"
"R-895343971","4 passengers from LHEN: 2020-08-19T06:40 to 2020-10-08","F-467891588","12","20","shuttle","AMB","2020-09-23T10:20","ISS","2020-09-24T10:20"
"R-895343971","4 passengers from LHEN: 2020-08-19T06:40 to 2020-10-08","F-274850076","13","20","transport","ISS","2020-10-08T15:50","LHEN","2020-10-08T23:50"
"R-843456481","5 passengers from CTWV: 2020-08-29T12:40 to 2020-09-24","F-935394752","15","20","shuttle","CTWV","2020-08-29T12:40","ISS","2020-08-29T20:40"
"R-843456481","5 passengers from CTWV: 2020-08-29T12:40 to 2020-09-24","F-540307870","12","20","transport","ISS","2020-09-08T12:50","AMB","2020-09-08T20:50"
"R-843456481","5 passengers from CTWV: 2020-08-29T12:40 to 2020-09-24","F-114406799","15","20","shuttle","AMB","2020-09-13T20:50","JS","2020-09-14T20:50"
"R-843456481","5 passengers from CTWV: 2020-08-29T12:40 to 2020-09-24","F-155933023","15","20","shuttle","JS","2020-09-17T05:20","TMM","2020-09-18T05:20"
"R-843456481","5 passengers from CTWV: 2020-08-29T12:40 to 2020-09-24","F-219214914","15","20","shuttle","TMM","2020-09-20T10:50","ISS","2020-09-21T10:50"
"R-843456481","5 passengers from CTWV: 2020-08-29T12:40 to 2020-09-24","F-82414370","15","20","transport","ISS","2020-09-24T09:00","CTWV","2020-09-24T17:00"
"R-897369730","2 passengers from UBMO: 2020-05-02T18:20 to 2020-05-21","F-419837530","18","20","shuttle","UBMO","2020-05-02T18:20","ISS","2020-05-03T02:20"
"R-897369730","2 passengers from UBMO: 2020-05-02T18:20 to 2020-05-21","F-952484361","10","20","transport","ISS","2020-05-03T17:30","JS","2020-05-04T01:30"
"R-897369730","2 passengers from UBMO: 2020-05-02T18:20 to 2020-05-21","F-440403905","18","20","shuttle","JS","2020-05-06T13:40","TMM","2020-05-07T13:40"
"R-897369730","2 passengers from UBMO: 2020-05-02T18:20 to 2020-05-21","F-235795600","13","20","shuttle","TMM","2020-05-10T10:50","VOS","2020-05-11T10:50"
"R-897369730","2 passengers from UBMO: 2020-05-02T18:20 to 2020-05-21","F-84009053","13","20","shuttle","VOS","2020-05-14T18:10","ISS","2020-05-15T18:10"
"R-897369730","2 passengers from UBMO: 2020-05-02T18:20 to 2020-05-21","F-505019475","9","20","transport","ISS","2020-05-21T08:20","UBMO","2020-05-21T16:20"
"R-491657203","5 passengers from UBMO: 2020-10-01T08:20 to 2020-10-20","F-901539310","15","20","shuttle","UBMO","2020-10-01T08:20","ISS","2020-10-01T16:20"
"R-491657203","5 passengers from UBMO: 2020-10-01T08:20 to 2020-10-20","F-862282377","13","20","transport","ISS","2020-10-06T09:30","VOS","2020-10-06T17:30"
"R-491657203","5 passengers from UBMO: 2020-10-01T08:20 to 2020-10-20","F-380539464","15","20","shuttle","VOS","2020-10-07T11:30","JS","2020-10-08T11:30"
"R-491657203","5 passengers from UBMO: 2020-10-01T08:20 to 2020-10-20","F-991556865","15","20","shuttle","JS","2020-10-10T15:30","TMM","2020-10-11T15:30"
"R-491657203","5 passengers from UBMO: 2020-10-01T08:20 to 2020-10-20","F-158022701","15","20","shuttle","TMM","2020-10-17T17:10","ISS","2020-10-18T17:10"
"R-491657203","5 passengers from UBMO: 2020-10-01T08:20 to 2020-10-20","F-983331916","15","20","transport","ISS","2020-10-19T16:30","UBMO","2020-10-20T00:30"
"R-273081178","4 passengers from SJCR: 2020-06-09T13:40 to 2020-07-07","F-126642570","16","20","shuttle","SJCR","2020-06-09T13:40","ISS","2020-06-09T21:40"
"R-273081178","4 passengers from SJCR: 2020-06-09T13:40 to 2020-07-07","F-44093363","6","20","transport","ISS","2020-06-22T17:20","AMB","2020-06-23T01:20"
"R-273081178","4 passengers from SJCR: 2020-06-09T13:40 to 2020-07-07","F-67570350","13","20","shuttle","AMB","2020-06-25T08:20","TMM","2020-06-26T08:20"
"R-273081178","4 passengers from SJCR: 2020-06-09T13:40 to 2020-07-07","F-631391527","15","20","shuttle","TMM","2020-07-05T07:50","VOS","2020-07-06T07:50"
"R-273081178","4 passengers from SJCR: 2020-06-09T13:40 to 2020-07-07","F-623774751","15","20","shuttle","VOS","2020-07-06T09:30","ISS","2020-07-07T09:30"
